stageID,星解放,裏星解放,星1倍率,星2倍率,星3倍率,星4倍率,ゲリラset,報酬リセットType,1度きり表示,表示順,インターバル,挑戦フラグ,マップ難易度,クリア後非表示,XP2倍広告,生産額倍率,統率力フラグ,ステージ全表示設定,マップ名
35,4,0,100,120,130,100,0,0,0,0,0,0,256,0,0,0,1,0,レジェンドステージ：ふくろのねずみランド
36,4,0,100,120,130,100,0,0,0,0,0,0,256,0,0,0,1,0,レジェンドステージ：ハリーウッド帝国
37,4,0,100,120,130,100,0,0,0,0,0,0,256,0,0,0,1,0,レジェンドステージ：こしぎんちゃくの浜辺
38,4,0,100,120,130,100,0,0,0,0,0,0,256,0,0,0,1,0,レジェンドステージ：雲泥温泉郷
39,4,0,100,120,130,100,0,0,0,0,0,0,256,0,0,0,1,0,レジェンドステージ：風待ちアイランド
40,4,0,100,120,130,100,0,0,0,0,0,0,256,0,0,0,1,0,レジェンドステージ：ITカタコンベ
41,4,0,100,120,130,100,0,0,0,0,0,0,256,0,0,0,1,0,レジェンドステージ：変覧会の絵
42,4,0,100,120,130,100,0,0,0,0,0,0,256,0,0,0,1,0,レジェンドステージ：エリア２２
43,4,0,100,120,130,100,0,0,0,0,0,0,256,0,0,0,1,0,レジェンドステージ：超越サバンナ
44,4,0,100,120,130,100,0,0,0,0,0,0,256,0,0,0,1,0,レジェンドステージ：ブリザード自動車道
45,4,0,100,120,130,100,0,0,0,0,0,0,256,0,0,0,1,0,レジェンドステージ：シンギュラリティ村
46,4,0,100,120,130,100,0,0,0,0,0,0,256,0,0,0,1,0,レジェンドステージ：オワーリ大陸
47,4,0,100,120,130,100,0,0,0,0,0,0,256,0,0,0,1,0,レジェンドステージ：伝説のおわり
48,4,0,100,120,130,100,0,0,0,0,0,0,256,0,0,0,1,0,レジェンドステージ：古代研究所
1000,1,0,100,150,200,300,32,0,0,1001000,0,0,14,0,0,0,1,0,スペシャル月曜ステージ
1001,1,0,100,150,200,300,32,0,0,1001010,0,0,14,0,0,0,1,0,スペシャル火曜ステージ
1002,1,0,100,150,200,300,32,0,0,1001020,0,0,14,0,0,0,1,0,スペシャル水曜ステージ
1003,1,0,100,150,200,300,32,0,0,1001030,0,0,14,0,0,0,1,0,スペシャル木曜ステージ
1004,1,0,100,150,200,300,32,0,0,1001040,0,0,14,0,0,0,1,0,スペシャル金曜ステージ
1005,1,0,100,150,200,300,2,0,0,0,0,0,0,0,0,0,1,0,スペシャル土日ステージ(旧)
1006,1,0,100,150,200,300,9,0,0,1005000,0,0,2,0,0,0,1,0,スペシャルにゃんチケ★チャンス！
1007,1,0,100,150,200,300,9,0,0,1005010,0,0,16,0,0,0,1,0,スペシャル逆襲のカバちゃん
1008,3,0,100,150,200,300,0,0,0,0,0,0,0,0,0,0,1,0,スペシャル秋だよ運動会！(旧)
1009,4,0,100,150,200,300,0,0,0,1007020,0,0,31,0,0,0,1,0,スペシャル勤労感謝スペシャル！
1010,4,0,100,150,200,300,0,0,0,1007000,0,0,31,0,0,0,1,0,なんとクリスマスが来た！
1011,4,0,100,150,200,300,0,0,0,1007220,0,0,31,0,0,0,1,0,新年、あけました！おめっ...
1012,4,0,100,150,200,250,0,0,0,1007200,0,0,63,0,0,0,1,0,召喚された福！
1013,4,0,100,150,200,300,0,0,0,1007180,0,0,31,0,0,0,1,0,雛壇の戦士達
1014,1,0,100,150,200,300,0,0,0,1017000,0,1,16,0,0,0,1,0,紅のカタストロフ
1015,1,0,100,150,200,300,0,0,0,1017020,0,1,16,0,0,0,1,0,ダークネスヘブン
1016,1,0,100,150,200,300,0,0,0,1017040,0,1,16,0,0,0,1,0,国士無双
1017,1,0,100,150,200,300,0,0,0,1014000,0,1,64,0,0,0,1,0,狂乱のネコ降臨
1018,1,0,100,150,200,300,0,0,0,1014010,0,1,64,0,0,0,1,0,狂乱のタンク降臨
1019,1,0,100,150,200,300,0,0,0,1014020,0,1,64,0,0,0,1,0,狂乱のバトル降臨
1020,1,0,100,150,200,300,0,0,0,1014030,0,1,64,0,0,0,1,0,狂乱のキモネコ降臨
1021,1,0,100,150,200,300,0,0,0,1014040,0,1,64,0,0,0,1,0,狂乱のウシ降臨
1022,1,0,100,150,200,300,0,0,0,1014050,0,1,64,0,0,0,1,0,狂乱のトリ降臨
1023,1,0,100,150,200,300,0,0,0,1014060,0,1,64,0,0,0,1,0,狂乱のフィッシュ降臨
1024,1,0,100,150,200,300,0,0,0,1014070,0,1,64,0,0,0,1,0,狂乱のトカゲ降臨
1025,1,0,100,150,200,300,0,0,0,1014080,0,1,64,0,0,0,1,0,狂乱の巨神降臨
1026,4,0,100,150,200,300,0,0,0,1007160,0,0,31,0,0,0,1,0,春だよ！高校教師
1027,1,0,100,150,200,300,2,0,0,1001050,0,0,62,0,1,0,1,0,土日ステージ
1028,1,0,100,150,200,300,3,0,0,1004000,0,0,62,0,1,0,1,0,ゲリラ経験値にゃ！
1029,4,0,100,150,200,300,0,0,0,1007140,0,0,31,0,0,0,1,0,コイの五月病
1030,4,0,100,150,200,300,0,0,0,1007120,0,0,31,0,0,0,1,0,禁断の花嫁
1031,4,0,100,150,200,300,0,0,0,1007100,0,0,31,0,0,0,1,0,だって夏じゃニャーイ！
1032,4,0,100,150,200,300,0,0,0,1007080,0,0,31,0,0,0,1,0,あの世からの帰省ラッシュ！
1033,3,0,100,150,200,300,0,0,0,1025000,0,0,64,0,0,0,1,0,月イベントオールスターズ スペシャル記念！
1034,3,0,100,150,200,300,0,0,0,1025010,0,0,64,0,0,0,1,0,月イベントオールスターズ ウルトラ記念！
1035,3,0,100,150,200,300,0,0,0,1025020,0,0,64,0,0,0,1,0,月イベントオールスターズ ミラクル記念！
1036,4,0,100,150,200,300,0,0,0,1007060,0,0,31,0,0,0,1,0,町でみたすごい老人
1037,1,0,100,150,200,300,0,0,0,1027000,0,0,1,0,0,0,1,0,韓国版☆特別ステージ
1038,4,0,100,150,200,300,0,0,0,1007040,0,0,31,0,0,0,1,0,秋だよ運動会！
1039,1,0,100,150,200,300,0,0,0,1017060,0,1,64,0,0,0,1,0,天罰
1040,1,0,100,150,200,300,0,0,0,0,0,0,1,0,0,0,1,0,バースデープレゼント！その1
1041,1,0,100,150,200,300,0,0,0,0,0,0,1,0,0,0,1,0,バースデープレゼント！その2
1042,1,0,100,150,200,300,0,0,0,0,0,0,1,0,0,0,1,0,バースデープレゼント！その3
1043,1,0,100,150,200,300,0,0,0,1017080,0,1,16,0,0,0,1,0,鉄子の部屋
1044,1,0,100,150,200,300,0,0,0,0,0,0,1,0,0,0,1,0,ことよろにゃ！
1045,1,0,100,150,200,300,0,0,0,1012000,0,0,192,0,0,0,1,0,開眼の女優襲来！
1046,1,0,100,150,200,300,0,0,0,1012010,0,0,192,0,0,0,1,0,開眼のカンフー襲来！
1047,1,0,100,150,200,300,0,0,0,1012020,0,0,192,0,0,0,1,0,開眼のMr.襲来！
1048,1,0,100,150,200,300,0,0,0,1012030,0,0,192,0,0,0,1,0,開眼の猫縛り襲来！
1049,1,0,100,150,200,300,0,0,0,1012040,0,0,192,0,0,0,1,0,開眼の女王猫襲来！
1050,1,0,100,150,200,300,0,0,0,1012050,0,0,144,0,0,0,1,0,開眼の箱詰め襲来！
1051,1,0,100,150,200,300,0,0,0,1012060,0,0,144,0,0,0,1,0,開眼のパンツ襲来！
1052,1,0,100,150,200,300,0,0,0,1012070,0,0,72,0,0,0,1,0,開眼のリンリン襲来！
1053,1,0,100,150,200,300,0,0,0,1012080,0,0,80,0,0,0,1,0,開眼の忍者襲来！
1054,1,0,100,150,200,300,0,0,0,1012090,0,0,192,0,0,0,1,0,開眼のゾンビ襲来！
1055,1,0,100,150,200,300,0,0,0,1012100,0,0,80,0,0,0,1,0,開眼のさむらい襲来！
1056,1,0,100,150,200,300,0,0,0,1012110,0,0,192,0,0,0,1,0,開眼のスモウ襲来！
1057,1,0,100,150,200,300,0,0,0,1012120,0,0,192,0,0,0,1,0,開眼のフィーバー襲来！
1058,1,0,100,150,200,300,0,0,0,1012130,0,0,160,0,0,0,1,0,開眼のスカート襲来！
1059,1,0,100,150,200,300,3,0,0,1004010,0,0,128,0,1,0,1,0,超ゲリラ経験値にゃ！
1060,3,0,100,150,200,300,0,2,0,0,0,0,25,0,0,0,1,0,バレンタインVSホワイトデー大戦争(旧)
1061,3,0,100,150,200,300,0,0,0,0,0,0,8,0,0,0,1,0,闇討ち 1st(旧)
1062,3,0,100,150,200,300,0,0,0,0,0,0,8,0,0,0,1,0,闇討ち 2nd(旧)
1063,3,0,100,150,200,300,0,0,0,0,0,0,8,0,0,0,1,0,闇討ち 3rd(旧)
1064,3,0,100,150,200,300,0,0,0,0,0,0,64,0,0,0,1,0,闇討ち Last(旧)
1065,4,0,100,150,200,300,0,2,0,1056000,0,0,30,0,0,0,1,0,とびだす！にゃんこ大戦争
1066,1,0,100,150,200,300,0,0,0,1017100,0,1,64,0,0,0,1,0,絶望異次元
1067,1,0,100,150,200,300,0,0,0,1028000,0,0,1,0,0,0,1,0,TWその１
1068,1,0,100,150,200,300,0,0,0,0,0,0,1,0,0,0,1,0,2000万ダウンロード記念 ハッピープレゼント！
1069,1,0,100,150,200,300,0,1,0,1024000,0,0,128,0,0,0,1,0,極ムズカーニバル！
1070,3,0,100,150,200,300,0,0,0,1025030,0,0,128,0,0,0,1,0,月イベントオールスターズ ワンダフル記念！
1071,1,0,100,150,200,300,0,0,0,1029000,0,0,1,0,0,0,1,0,EN１
1072,3,0,100,150,200,300,0,0,0,0,0,0,95,0,0,0,1,0,王道ハロウィン到来！(旧)
1073,1,0,100,150,200,300,33,0,0,1002000,0,0,16,0,0,0,1,0,ゲリラ月曜ステージ
1074,1,0,100,150,200,300,33,0,0,1002010,0,0,16,0,0,0,1,0,ゲリラ火曜ステージ
1075,1,0,100,150,200,300,33,0,0,1002020,0,0,16,0,0,0,1,0,ゲリラ水曜ステージ
1076,1,0,100,150,200,300,33,0,0,1002030,0,0,16,0,0,0,1,0,ゲリラ木曜ステージ
1077,1,0,100,150,200,300,33,0,0,1002040,0,0,16,0,0,0,1,0,ゲリラ金曜ステージ
1078,1,0,100,150,200,300,9,1,1,1005020,0,0,16,0,0,0,1,0,逆襲のカオル君
1079,3,0,100,150,200,300,0,0,0,1025040,0,0,128,0,0,0,1,0,イベントオールスターズ エクセレント記念！
1080,1,0,100,150,200,300,0,0,0,0,0,0,1,0,0,0,1,0,バースデープレゼント！
1081,3,0,100,150,200,300,0,0,0,0,0,0,79,0,0,0,1,0,赤鼻サンタのプレゼント！(旧)
1082,1,0,100,150,200,300,0,0,0,0,0,0,1,0,0,0,1,0,ことよろにゃ！(ΦωΦ)
1083,1,0,100,150,200,300,0,0,0,1013000,0,0,192,0,0,0,1,0,開眼のにゃんこ成人襲来！
1084,1,0,100,150,200,300,0,0,0,1013010,0,0,192,0,0,0,1,0,開眼の吾輩は鬼である襲来！
1085,1,0,100,150,200,300,0,0,0,1013020,0,0,192,0,0,0,1,0,開眼のひなにゃんこ襲来！
1086,1,0,100,150,200,300,0,0,0,1013030,0,0,192,0,0,0,1,0,開眼のネコ乙女襲来！
1087,1,0,100,150,200,300,0,0,0,1013040,0,0,192,0,0,0,1,0,開眼のマジでコイしてる襲来！
1088,1,0,100,150,200,300,0,0,0,1013050,0,0,192,0,0,0,1,0,開眼のマダム・ザ・花嫁襲来！
1089,1,0,100,150,200,300,0,0,0,1013060,0,0,192,0,0,0,1,0,開眼の女王様の休日襲来！
1090,1,0,100,150,200,300,0,0,0,1013070,0,0,192,0,0,0,1,0,開眼のうらめしにゃん襲来！
1091,1,0,100,150,200,300,0,0,0,1013080,0,0,192,0,0,0,1,0,開眼のカンフーにゃんこＧ襲来！
1092,1,0,100,150,200,300,0,0,0,1013090,0,0,192,0,0,0,1,0,開眼のネコ運動会襲来！
1093,1,0,100,150,200,300,0,0,0,1013100,0,0,192,0,0,0,1,0,開眼のネコリーマン襲来！
1094,1,0,100,150,200,300,0,0,0,1013110,0,0,192,0,0,0,1,0,開眼のトナカイフィッシュ襲来！
1095,1,1,100,150,200,300,0,0,0,1019000,0,1,128,0,0,0,1,0,断罪天使クオリネル降臨
1096,1,0,100,150,200,300,0,0,0,1017120,0,1,128,0,0,0,1,0,緊急爆風警報
1097,1,0,100,150,200,300,0,0,0,0,0,0,0,0,0,0,1,0,進化の緑マタタビ(旧)
1098,1,0,100,150,200,300,0,0,0,0,0,0,0,0,0,0,1,0,進化の紫マタタビ(旧)
1099,1,0,100,150,200,300,0,0,0,0,0,0,0,0,0,0,1,0,進化の赤マタタビ(旧)
1100,1,0,100,150,200,300,0,0,0,0,0,0,0,0,0,0,1,0,進化の青マタタビ(旧)
1101,1,0,100,150,200,300,0,0,0,0,0,0,0,0,0,0,1,0,進化の黄マタタビ(旧)
1102,1,0,100,150,200,300,0,0,0,1015000,0,1,256,0,0,0,1,0,大狂乱のネコ降臨
1103,1,0,100,150,200,300,0,0,0,1015010,0,1,256,0,0,0,1,0,大狂乱のタンク降臨
1104,1,0,100,150,200,300,0,0,0,1015020,0,1,256,0,0,0,1,0,大狂乱のバトル降臨
1105,1,0,100,150,200,300,0,0,0,1015030,0,1,256,0,0,0,1,0,大狂乱のキモネコ降臨
1106,1,0,100,150,200,300,0,0,0,1015040,0,1,256,0,0,0,1,0,大狂乱のウシ降臨
1107,1,0,100,150,200,300,0,0,0,1015050,0,1,256,0,0,0,1,0,大狂乱のトリ降臨
1108,1,0,100,150,200,300,0,0,0,1015060,0,1,256,0,0,0,1,0,大狂乱のフィッシュ降臨
1109,1,0,100,150,200,300,0,0,0,1015070,0,1,256,0,0,0,1,0,大狂乱のトカゲ降臨
1110,1,0,100,150,200,300,0,0,0,1015080,0,1,256,0,0,0,1,0,大狂乱の巨神降臨
1111,1,0,100,150,200,300,0,3,1,1018000,0,0,256,0,0,0,1,0,弱り目に祟り目
1112,1,0,100,150,200,300,0,3,1,1018010,0,0,256,0,0,0,1,0,神判の日
1113,1,0,100,150,200,300,0,0,0,0,0,0,1,0,0,0,1,0,協賛BitSummit記念！
1114,1,0,100,150,200,300,0,3,1,1018020,0,0,256,0,0,0,1,0,オーバーテクノロジー
1115,3,0,100,150,200,300,0,2,0,1075000,0,0,63,0,0,0,1,0,ときめき夏祭り
1116,1,0,100,150,200,300,0,1,1,1031000,0,0,1,0,0,0,1,0,謎の宅配便
1117,1,1,100,150,200,300,0,0,0,1019020,0,1,256,0,0,0,1,0,地獄門
1118,1,0,100,150,200,300,5,0,0,1003040,0,0,112,0,0,0,1,0,マタタビチャレンジ
1119,1,1,100,150,200,300,0,0,0,1019040,0,1,256,0,0,0,1,0,女帝飛来
1120,1,0,100,150,200,300,0,1,0,1024010,0,0,256,0,0,0,1,0,極ムズカーニバル2！
1121,1,0,100,150,200,300,0,0,0,0,0,0,0,0,0,0,1,0,文化祭グルメ戦争(旧)
1122,1,0,100,150,200,300,0,0,0,1017140,0,1,128,0,0,0,1,0,ローリングデッド
1123,1,0,100,150,200,300,0,0,0,0,0,0,1,0,0,0,1,0,バースデープレゼント！
1124,1,0,100,150,200,300,3,0,0,1004020,0,0,256,0,1,0,1,0,極ゲリラ経験値にゃ！
1125,1,0,100,150,200,300,0,2,0,1072000,0,0,59,0,0,0,1,0,にゃんこ雪まつり
1126,1,0,100,150,200,300,0,0,0,0,0,0,1,0,0,0,1,0,ことよろにゃ！(ΦωΦ)
1127,3,0,100,130,150,300,0,0,0,0,0,0,265,0,0,0,1,0,２２２ ～猫の日～(旧)
1128,1,1,100,150,200,300,0,0,0,1019060,0,1,256,0,0,0,1,0,亡者デブウ降臨
1129,4,0,100,150,200,300,0,2,0,1068000,0,0,63,0,0,0,1,0,謎のイースター
1130,1,0,100,150,200,300,0,0,0,1010000,0,0,512,0,0,0,1,0,開眼のちびネコ襲来！
1131,1,0,100,150,200,300,0,0,0,1010010,0,0,512,0,0,0,1,0,開眼のちびタンクネコ襲来！
1132,1,0,100,150,200,300,0,0,0,1010020,0,0,512,0,0,0,1,0,開眼のちびバトルネコ襲来！
1133,1,0,100,150,200,300,0,0,0,1010030,0,0,512,0,0,0,1,0,開眼のちびキモネコ襲来！
1134,1,0,100,150,200,300,0,0,0,1010040,0,0,512,0,0,0,1,0,開眼のちびウシネコ襲来！
1135,1,0,100,150,200,300,0,0,0,1010050,0,0,512,0,0,0,1,0,開眼のちびネコノトリ襲来！
1136,1,0,100,150,200,300,0,0,0,1010060,0,0,512,0,0,0,1,0,開眼のちびネコフィッシュ襲来！
1137,1,0,100,150,200,300,0,0,0,1010070,0,0,512,0,0,0,1,0,開眼のちびネコトカゲ襲来！
1138,1,0,100,150,200,300,0,0,0,1010080,0,0,512,0,0,0,1,0,開眼のちびネコ巨神襲来！
1139,1,0,100,150,200,300,0,0,0,0,0,0,1,0,0,0,1,0,謎のプレゼント
1140,1,0,100,150,200,300,0,2,0,1061000,0,0,59,0,0,0,1,0,黄金週間ゴールデンウィーク
1141,1,0,100,150,200,300,0,0,0,0,0,0,1,0,0,0,1,0,協賛BitSummit記念！
1142,1,0,100,150,200,300,0,0,0,0,0,0,0,0,0,0,1,0,じめじめなめなめ大進撃！(旧)
1143,1,0,100,150,200,300,0,0,0,1056010,0,0,192,0,0,0,1,0,開眼のにゃんこカート襲来！
1144,1,0,100,150,200,300,0,0,0,1027010,0,0,8,0,0,0,1,0,開眼のネコンドー襲来！
1145,1,0,100,150,200,300,0,0,0,0,0,0,1,0,0,0,1,0,3000万ダウンロード記念 ハッピープレゼント！
1146,3,0,100,150,200,300,0,0,0,1025050,0,0,128,0,0,0,1,0,イベントオールスターズ グレイト記念！
1147,1,0,100,150,200,300,0,0,0,0,0,0,1,0,0,0,1,0,謎のプレゼント2
1148,1,0,100,150,200,300,0,0,0,1009000,0,0,1,0,0,0,1,0,開眼のネコフラワー襲来！
1149,1,0,100,150,200,300,0,2,0,1075060,0,0,59,0,0,0,1,0,サマーレッスン
1150,1,0,100,150,200,300,17,0,0,1006000,0,0,84,0,0,0,1,0,レンガと宇宙石の洞窟
1151,1,0,100,150,200,300,17,0,0,1006010,0,0,84,0,0,0,1,0,備長炭と謎の骨の島
1152,1,0,100,150,200,300,17,0,0,1006020,0,0,84,0,0,0,1,0,羽根と歯車と黄金の岬
1153,1,0,100,150,200,300,0,0,0,1029010,0,0,4,0,0,0,1,0,開眼のにゃんこバーガー襲来！
1154,1,0,100,150,200,300,0,2,0,1063000,0,0,41,0,0,0,1,0,秋色シルバーウィーク
1155,1,0,100,150,200,300,3,1,1,1004030,0,0,512,0,1,0,1,0,超極ゲリラ経験値にゃ！
1156,1,0,100,150,200,300,0,1,1,0,0,0,1,0,0,0,1,0,バースデープレゼント！
1157,1,0,100,150,200,300,0,0,0,1017180,0,1,128,0,0,0,1,0,絶望新次元
1158,1,1,100,150,200,300,0,0,0,1019080,0,1,256,0,0,0,1,0,チワワン伯爵降臨
1159,1,0,100,150,200,300,0,0,0,0,0,0,1,0,0,0,1,0,ことよろにゃ！(ΦωΦ)
1160,1,0,100,150,200,300,0,2,0,1060000,0,0,59,0,0,0,1,0,がんばれ！受験大戦争
1161,1,0,100,150,200,300,0,0,0,1014090,0,1,336,0,0,0,1,0,狂乱のもねこ降臨
1162,1,0,100,150,200,300,5,0,0,1003020,0,0,512,0,0,0,1,0,進化の古代マタタビ
1163,1,0,100,150,200,300,0,0,0,0,0,0,1,0,0,0,1,0,協賛BitSummit記念！
1164,1,0,100,150,200,300,0,0,0,1062000,0,0,59,0,0,0,1,0,じめじめなめなめ大進撃！
1165,1,0,100,150,200,300,0,0,0,1007130,0,0,224,0,0,0,1,0,続・禁断の花嫁
1166,1,0,100,150,200,300,0,0,0,1007110,0,0,224,0,0,0,1,0,だって超夏じゃニャーイ！
1167,1,0,100,150,200,300,0,0,0,1007090,0,0,224,0,0,0,1,0,あの世へのUターンラッシュ！
1168,1,0,100,150,200,300,0,0,0,1007070,0,0,224,0,0,0,1,0,町でみたすごい老人２
1169,1,0,100,150,200,300,0,0,0,1017010,0,0,160,0,0,0,1,0,絶・紅のカタストロフ
1170,1,0,100,150,200,300,0,0,0,1007050,0,0,224,0,0,0,1,0,夜だよ！大運動会
1171,1,0,100,150,200,300,0,0,0,1007030,0,0,224,0,0,0,1,0,働き方レボリューション
1172,1,0,100,150,200,300,0,0,0,1017030,0,0,160,0,0,0,1,0,絶・ダークネスヘブン
1173,1,0,100,150,200,300,9,1,1,1800000,0,0,32,0,0,0,1,0,大逆襲のメタックマ
1174,1,0,100,150,200,300,0,0,0,1065010,0,0,63,0,0,0,1,0,文化祭グルメ戦争
1175,1,0,100,150,200,300,0,0,0,1007010,0,0,224,0,0,0,1,0,宇宙からもクリスマスが来た！
1176,1,0,100,150,200,300,0,0,0,1017050,0,0,160,0,0,0,1,0,絶・国士無双
1177,1,1,100,150,200,300,0,0,0,1019100,0,1,256,0,0,0,1,0,夜は短し夢みよ乙女
1178,3,0,100,150,200,300,0,0,0,0,0,0,8,0,0,0,1,0,赤狩り 1st(旧)
1179,3,0,100,150,200,300,0,0,0,0,0,0,8,0,0,0,1,0,赤狩り 2nd(旧)
1180,3,0,100,150,200,300,0,0,0,0,0,0,8,0,0,0,1,0,赤狩り 3rd(旧)
1181,3,0,100,150,200,300,0,0,0,0,0,0,64,0,0,0,1,0,赤狩り Last(旧)
1182,1,0,100,150,200,300,0,0,0,1026000,0,0,128,0,0,0,1,0,イベントオールスターズ スーパープレゼントDX
1183,1,0,100,150,200,300,0,1,1,0,0,0,1,0,0,0,1,0,バースデープレゼント！
1184,1,0,100,150,200,300,0,0,0,1007230,0,0,224,0,0,0,1,0,新年、あけてました。おめっ...
1185,1,0,100,150,200,300,0,0,0,1017070,0,0,192,0,0,0,1,0,絶・天罰
1186,1,0,100,150,200,300,0,0,0,1007210,0,0,224,0,0,0,1,0,さらに召喚された福！
1187,1,0,100,150,200,300,0,0,0,1017090,0,0,160,0,0,0,1,0,絶・鉄子の部屋
1188,1,0,100,150,200,300,0,0,0,0,0,0,1,0,0,0,1,0,ことよろにゃ！(ΦωΦ)
1189,1,0,100,150,200,300,0,0,0,1017200,0,1,512,0,0,0,1,0,台風零号
1190,1,0,100,150,200,300,0,1,0,1024020,0,0,256,0,0,0,1,0,極ムズカーニバル3！
1191,1,0,100,150,200,300,0,0,0,0,0,0,1,0,0,0,1,0,4000万ダウンロード記念 ハッピープレゼント！
1192,1,0,100,150,200,300,0,0,0,1007190,0,0,224,0,0,0,1,0,雛壇の戦士達SP
1193,1,0,100,150,200,300,0,0,0,1017110,0,0,192,0,0,0,1,0,絶・絶望異次元
1194,1,0,100,150,200,300,0,0,0,1007170,0,0,224,0,0,0,1,0,新・春だよ！高校教師
1195,1,0,100,150,200,300,0,0,0,1017130,0,0,640,0,0,0,1,0,絶・緊急爆風警報
1196,1,0,100,150,200,300,0,0,0,1019010,0,0,640,0,0,0,1,0,絶・断罪天使クオリネル降臨
1197,1,0,100,150,200,300,0,0,0,1007150,0,0,224,0,0,0,1,0,コイの五月病アゲイン
1198,1,0,100,150,200,300,0,0,0,1017150,0,0,640,0,0,0,1,0,絶・ローリングデッド
1199,1,0,100,150,200,300,0,0,0,1019030,0,0,768,0,0,0,1,0,絶・地獄門
1200,1,0,100,150,200,300,0,1,0,1058000,0,0,1,0,0,0,1,0,にゃんこグミ大戦争
1201,1,0,100,150,200,300,0,0,0,1019050,0,0,768,0,0,0,1,0,絶・女帝飛来
1202,1,0,100,150,200,300,0,0,0,0,0,0,1,0,0,0,1,0,協賛BitSummit記念！
